league,team_ar,seasons,appearances,player_en,full_name_en,player_ar
UAE,النصر الإماراتي,2025-2026,5,A. R. Al Shammari,,
UAE,النصر الإماراتي,2022-2023,5,Hamad Musalam Ali,,
UAE,النصر الإماراتي,2026-2027,5,M. Marin,Marius Marin,
UAE,النصر الإماراتي,2022-2023,5,Antonio Jose De Carvalho,,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,5,Khalid Jalal Al Marzouqi,,
UAE,النصر الإماراتي,2024-2025,5,Nasser Al Naaimi,,
UAE,النصر الإماراتي,2025-2026,4,A. Abdulaziz,Mohammad Abdulaziz Abbas,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,4,Abdulaziz Abbas,Mohammad Abdulaziz Abbas,
UAE,النصر الإماراتي,2023-2024,4,Ahmad Al Balooshi,,
UAE,النصر الإماراتي,2022-2023,4,Ahmed Darwish,Ahmed Bandar Derwish,
UAE,النصر الإماراتي,2023-2024 .. 2024-2025,4,Rashed Essa Juma,,
UAE,النصر الإماراتي,2023-2024 .. 2024-2025,4,Manolo Gabbiadini,,
UAE,النصر الإماراتي,2023-2024,4,Mohammad Abdulaziz Abbas,,
UAE,النصر الإماراتي,2026-2027,3,A. Hrustic,A. Hrustić | Ajdin Hrustić,
UAE,النصر الإماراتي,2024-2025,3,Ahmed Raed,,
UAE,النصر الإماراتي,2025-2026,3,J. Al-Saadi,,
UAE,النصر الإماراتي,2026-2027,3,Joao Moreira,João Moreira | Moreira,
UAE,النصر الإماراتي,2023-2024,3,Mohamed Juma,,
UAE,النصر الإماراتي,2026-2027,3,Wesley Delgado,,
UAE,النصر الإماراتي,2024-2025,3,Zaid Osama,Zaid Osman,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,3,Amran Al-Jassasi,,
UAE,النصر الإماراتي,2025-2026 .. 2026-2027,3,Marius Høibråten,,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,3,Mohamed Jamal,,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,2,A. Belem,Abdoul Belem,
UAE,النصر الإماراتي,2024-2025,2,M. Al Saadi,Mohammad Al Saadi,
UAE,النصر الإماراتي,2024-2025,2,Mohammad Al Najjar,Ammar Alnajjar,
UAE,النصر الإماراتي,2025-2026,2,S. Obaid,Saood Tariq Mohammad Abdulla Obaid,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,2,Abdulaziz Sanqoor,,
UAE,النصر الإماراتي,2022-2023 .. 2023-2024,2,Isaac Tshibangu,,
UAE,النصر الإماراتي,2024-2025,2,Marouan Azarkan,,
UAE,النصر الإماراتي,2024-2025,2,Othman Boussaid,,
UAE,النصر الإماراتي,2022-2023,1,Mohammad Alnajjar,Ammar Alnajjar,
UAE,النصر الإماراتي,2022-2023,1,Abdulaziz Dawood Sulaiman,,
UAE,النصر الإماراتي,2022-2023,1,Abdulla Abbas Al Balooshi,,
UAE,النصر الإماراتي,2022-2023,1,Abdullah Toure,,
UAE,النصر الإماراتي,2026-2027,1,Chris Bedia,,
UAE,النصر الإماراتي,2022-2023,1,Dembo Darboe,,
UAE,النصر الإماراتي,2024-2025,1,Evans Ampofo,,
UAE,النصر الإماراتي,2022-2023,1,Kodjo Aziangbe,,
UAE,النصر الإماراتي,2024-2025,1,Mame Gning,,
UAE,النصر الإماراتي,2024-2025,1,Mohamed Abdelrahman Ibrahim,,
UAE,النصر الإماراتي,2022-2023,1,Peniel Mlapa,,
UAE,النصر الإماراتي,2022-2023,1,R. Mendes,,
UAE,النصر الإماراتي,2022-2023,1,Rashed Mohammed,,
UAE,النصر الإماراتي,2025-2026,1,Serdar Saatçı,,
UAE,النصر الإماراتي,2022-2023,1,Yaqoub Alblooshi,,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,150,F. Kruspzky,Facundo Kruspzky,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,108,A. Noorollahi,Ahmad Nourollahi,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,101,Lucas Pimenta,,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,95,João Pedro,Joao Pedro,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,90,Tahnoon Al Zaabi,Tahnoon Alzaabi,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,86,Abdulla Hamad,Abdulla Salmeen | Abdullah Al Menhali,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,86,Abdullah Al Karbi,Abdulla Al Karbi,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,82,Rúben Canedo,,
UAE,الوحدة الإماراتي,2024-2025 .. 2026-2027,76,B. Diarra,Brahima Diarra,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,70,Omar Khrbin,Omar Kharbin | Omar Khribin,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,68,A. Zouhir,Alaeddine Zouhir,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,66,A. Mohammed,Abdul Salam Mohammed | Ali Ghulais | Ali Mohammed | Ali Mohammed Ghulais | Mohamed Abdalla,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,65,Allan,,
UAE,الوحدة الإماراتي,2024-2025 .. 2026-2027,62,Jadsom,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,57,Ismail Matar,Ismaeil Matar,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,57,O. M. Khribin,Omar Kharbin | Omar Khribin,
UAE,الوحدة الإماراتي,2024-2025 .. 2026-2027,55,Guga,Gonçalo Rodrigues,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,53,H. Erkinov,Khozhimat Erkinov,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,52,Mohamed Al Shamsi,Mohamed Hasan Alshamsi,
UAE,الوحدة الإماراتي,2024-2025 .. 2026-2027,50,M. Ghorbani,Mohammad Ghorbani,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,50,Rashid Ali,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,44,Manea Aydh,,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,44,Mansour Saleh,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,43,Fares Jumaa,Fares Juma,
UAE,الوحدة الإماراتي,2022-2023,42,Adrien Silva,,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,37,A. Hamad,Hamad Al Menhali,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,34,Ahmed Rashid,,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,33,L. Pimenta Peres Lopes,Lucas Pimenta,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,33,R. Amaral,Rúben Canedo,
UAE,الوحدة الإماراتي,2025-2026,32,D. Tadic,Dušan Tadić,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,32,G. Alvarez,Gaston Alvarez Suarez | Gastón Álvarez,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,30,Z. Ahmed,,
UAE,الوحدة الإماراتي,2023-2024,29,Z. Bakaev,Zelimkhan Bakaev,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,29,A. Pradas,Arnau Pradas,
UAE,الوحدة الإماراتي,2024-2025,27,Ala Eddine Zouhir,Alaeddine Zouhir,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,26,R. Ghandipour,Reza Ghandipour,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,26,Abdelaziz Al Balushi,Mohamed Abdalla,
UAE,الوحدة الإماراتي,2022-2023 .. 2026-2027,25,S. Ivkovic,Sasa Ivkovic | Saša Ivković,
UAE,الوحدة الإماراتي,2024-2025 .. 2025-2026,24,B. Abaelaziz,Bader Abaelaziz,
UAE,الوحدة الإماراتي,2024-2025,24,F. Ogbu,Favour Inyeka Ogbu | Favour Inyeka Ogbu Ogbu,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,24,M. Burghash,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,23,C. Benteke,Christian Benteke,
UAE,الوحدة الإماراتي,2022-2023,23,Matheus Pereira,,
UAE,الوحدة الإماراتي,2025-2026,23,M. Al Shamsi,Mohamed Hasan Alshamsi,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,23,Mahmoud Khamis,Mahmoud Khamees,
UAE,الوحدة الإماراتي,2024-2025,23,Rashed Ali,Rashid Ali,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,23,Suhail Al Mansoori,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,22,F. I. Ogbu,Favour Inyeka Ogbu | Favour Inyeka Ogbu Ogbu,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,22,Hazaa Ammar,,
UAE,الوحدة الإماراتي,2022-2023,21,Pizzi,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,21,A. Abdullah,,
UAE,الوحدة الإماراتي,2023-2024,19,C. Guanca,Cristian Guanca,
UAE,الوحدة الإماراتي,2024-2025,19,Bernardo Folha,,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,19,Rashed Issam,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,17,H. Ammar,Hazaa Ammar,
UAE,الوحدة الإماراتي,2025-2026,16,B. Folha,Bernardo Folha,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,16,Abdulla Al Karbi,,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,16,Omar Kharbin,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,15,M. Dehghan,,
UAE,الوحدة الإماراتي,2023-2024,14,A. Duishoev,Avtandil Duishoev,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,14,Abdulla Ahmed,Abdullah Ahmed,
UAE,الوحدة الإماراتي,2024-2025,14,P. Otele,Philip Otele,
UAE,الوحدة الإماراتي,2023-2024,13,Salem Alsomhi,,
UAE,الوحدة الإماراتي,2024-2025,11,Abdulqader Abdullah,,
UAE,الوحدة الإماراتي,2024-2025,11,Mansoor Al Menhali,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,11,Mansoor Saeed,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,11,Khalid Al Zaabi,,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,11,Saša Ivković,,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,10,Alaeddine Zouhir,,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,9,Facundo Kruspzky,,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,8,Ahmad Nourollahi,,
UAE,الوحدة الإماراتي,2025-2026,7,G. Rivera,,
UAE,الوحدة الإماراتي,2025-2026,7,H. Shebab,,
UAE,الوحدة الإماراتي,2025-2026 .. 2026-2027,7,L. Trayi,Louay Trayi,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,6,A. Jawar,Ahmed Jawar,
UAE,الوحدة الإماراتي,2022-2023 .. 2024-2025,6,Abdurahman Saleh,,
UAE,الوحدة الإماراتي,2025-2026,6,S. Mansour,,
UAE,الوحدة الإماراتي,2023-2024 .. 2024-2025,6,Rúben Amaral,,
UAE,الوحدة الإماراتي,2026-2027,5,A. Agbinone,Asher Agbinone,
UAE,الوحدة الإماراتي,2022-2023,5,Fábio Martins,Fabio Martins,
UAE,الوحدة الإماراتي,2023-2024 .. 2025-2026,5,Abdullah Al Menhali,,
UAE,الوحدة الإماراتي,2025-2026,5,Favour Inyeka Ogbu Ogbu,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,5,Ismaeil Matar,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,5,Mohamed Hasan Alshamsi,,
UAE,الوحدة الإماراتي,2024-2025 .. 2025-2026,5,Mohammad Ghorbani,,
UAE,الوحدة الإماراتي,2026-2027,4,A. El Majhed,,
UAE,الوحدة الإماراتي,2025-2026,4,D. Lazovic,Darko Lazović,
UAE,الوحدة الإماراتي,2022-2023,4,Mubarak Salem,,
UAE,الوحدة الإماراتي,2022-2023 .. 2023-2024,4,Tahnoon Alzaabi,,
UAE,الوحدة الإماراتي,2026-2027,3,F. Insfran,Facundo Insfran,
UAE,الوحدة الإماراتي,2025-2026,3,M. Amir,,
UAE,الوحدة الإماراتي,2025-2026,3,M. Thiab,,
UAE,الوحدة الإماراتي,2022-2023,3,Maracás,,
UAE,الوحدة الإماراتي,2026-2027,3,R. Issam,,
UAE,الوحدة الإماراتي,2023-2024,3,Abdulla Salmeen,,
UAE,الوحدة الإماراتي,2022-2023,3,F. Jumaa,,
UAE,الوحدة الإماراتي,2022-2023,3,Mahmoud Khamees,,
UAE,الوحدة الإماراتي,2022-2023 .. 2025-2026,3,Mohamed Ali Hussain Abdulla Alobaidi,,
UAE,الوحدة الإماراتي,2023-2024,3,Zelimkhan Bakaev,,
UAE,الوحدة الإماراتي,2026-2027,2,A. Gnezda Cerin,,
UAE,الوحدة الإماراتي,2023-2024,2,Adel Hamdan,,
UAE,الوحدة الإماراتي,2025-2026,2,L. Vera,,
UAE,الوحدة الإماراتي,2023-2024,2,M. Senghor,Moussa Senghor,
UAE,الوحدة الإماراتي,2022-2023,2,Majed Abdulla,,
UAE,الوحدة الإماراتي,2024-2025,2,O. Diadje,Oumarou Diadje,
UAE,الوحدة الإماراتي,2022-2023,2,P. Mutsinzi,,
UAE,الوحدة الإماراتي,2024-2025,2,Saud Al Naqbi,,
UAE,الوحدة الإماراتي,2024-2025,2,Brahima Diarra,,
UAE,الوحدة الإماراتي,2022-2023,2,Fares Juma,,
UAE,الوحدة الإماراتي,2023-2024,1,Awadh Al Katheeri,Awadh Mohamed,
UAE,الوحدة الإماراتي,2024-2025,1,Haza Shehab,,
UAE,الوحدة الإماراتي,2024-2025,1,Khamis Naser,,
UAE,الوحدة الإماراتي,2026-2027,1,M. Diarra,,
UAE,الوحدة الإماراتي,2024-2025,1,M. Rasoul,Mohammad Rasoul,
UAE,الوحدة الإماراتي,2022-2023,1,Mohamed Al Senaani,,
UAE,الوحدة الإماراتي,2024-2025,1,Thiab Mohamed,,
UAE,الوحدة الإماراتي,2025-2026,1,Christian Benteke,,
UAE,الوحدة الإماراتي,2025-2026,1,Dušan Tadić,,
UAE,الوحدة الإماراتي,2022-2023,1,G. Muniz,,
UAE,الوحدة الإماراتي,2024-2025,1,Khozhimat Erkinov,,
UAE,الوحدة الإماراتي,2022-2023,1,M. Alharbi,,
UAE,الوحدة الإماراتي,2024-2025,1,Mohamed Abdalla,,
UAE,الوحدة الإماراتي,2022-2023,1,R. Canedo,,
UAE,الوحدة الإماراتي,2025-2026,1,Sasa Ivkovic,,
UAE,الوصل,2022-2023 .. 2026-2027,190,A. Diallo,Abdou Diallo | Adama Diallo,
UAE,الوصل,2022-2023 .. 2025-2026,161,Caio Canedo,,
UAE,الوصل,2022-2023 .. 2026-2027,149,S. Sidibe,Siaka Sidibe,
UAE,الوصل,2022-2023 .. 2024-2025,146,Fábio Lima,Fabio De Lima | Fabio Lima,
UAE,الوصل,2024-2025 .. 2026-2027,141,A. Saleh,Abdulrahman Saleh Khamis | Ali Saleh | Amr Saleh,
UAE,الوصل,2022-2023 .. 2025-2026,139,Ali Saleh,,
UAE,الوصل,2022-2023 .. 2024-2025,123,N. Giménez,Nicolás Giménez,
UAE,الوصل,2022-2023 .. 2026-2027,118,S. Bouftini,Soufiane Bouftini,
UAE,الوصل,2022-2023 .. 2024-2025,112,Mohamed Ali,Mohamed Abdallah | Mohamed Ali Al-Obaidi | Mohamed Ali Hussain Abdulla Alobaidi,
UAE,الوصل,2022-2023 .. 2024-2025,110,Abdulrahman Saleh,Abdulrahman Saleh Khamis | Abdurahman Saleh,
UAE,الوصل,2022-2023 .. 2025-2026,100,G. Poblete,Geronimo Poblete | Gerónimo Poblete,
UAE,الوصل,2022-2023 .. 2025-2026,87,Ali Salmin,,
UAE,الوصل,2023-2024 .. 2024-2025,83,H. Seferović,Haris Seferović,
UAE,الوصل,2022-2023 .. 2024-2025,69,Hassan Ibrahim,Hassan Ibrahim Saqer,
UAE,الوصل,2022-2023 .. 2024-2025,67,Suhail Abdulla,Suhail Abdulla Ibrahim | Suhail Al Mutuwa,
UAE,الوصل,2022-2023 .. 2024-2025,67,Salem Al Azizi,Salem Juma Awad,
UAE,الوصل,2022-2023 .. 2024-2025,65,Faris Khalil,,
UAE,الوصل,2023-2024 .. 2026-2027,56,A. Pérez,Alexis Pérez,
UAE,الوصل,2022-2023 .. 2023-2024,56,Yousif Ali Almheiri,,
UAE,الوصل,2023-2024 .. 2024-2025,52,Khaled Al Senaani,Khaled Saif,
UAE,الوصل,2024-2025 .. 2026-2027,51,F. Lima,Fabio De Lima | Fabio Lima | Fábio Lima,
UAE,الوصل,2023-2024 .. 2026-2027,48,J. N'Guessan,J. N&apos;Guessan | Jean N'Guessan,
UAE,الوصل,2023-2024 .. 2024-2025,48,Jung Seung-Hyun,Seung-hyun Jung,
UAE,الوصل,2025-2026 .. 2026-2027,48,Serginho,,
UAE,الوصل,2025-2026 .. 2026-2027,47,Hugo,,
UAE,الوصل,2022-2023 .. 2026-2027,46,N. Gimenez,Nicolás Giménez,
UAE,الوصل,2022-2023 .. 2024-2025,46,A. Vasiljević,Aleksandar Vasiljević,
UAE,الوصل,2025-2026 .. 2026-2027,40,M. Ali,Ali Mukhtar | Mohamed Ali | Mohanad Ali | Mukhtar Ali,
UAE,الوصل,2025-2026 .. 2026-2027,36,Renato Junior,Renato Júnior,
UAE,الوصل,2022-2023,36,T. Chancalay,,
UAE,الوصل,2025-2026 .. 2026-2027,35,B. Palacios Alzate,Brahian Palacios,
UAE,الوصل,2025-2026 .. 2026-2027,33,R. Tapia,Renato Tapia,
UAE,الوصل,2025-2026 .. 2026-2027,32,Adryelson,,
UAE,الوصل,2025-2026 .. 2026-2027,32,P. Malheiro,Pedro Malheiro,
UAE,الوصل,2022-2023 .. 2023-2024,31,Ghanem Ahmed,Ghanem Ahmed Ghanem Mohammed,
UAE,الوصل,2025-2026 .. 2026-2027,29,Miguel Borja,,
UAE,الوصل,2024-2025 .. 2026-2027,29,S. Abdulla,Suhail Abdulla Ibrahim | Suhail Al Mutuwa,
UAE,الوصل,2025-2026 .. 2026-2027,28,Saldanha,Matheus Saldanha,
UAE,الوصل,2022-2023,27,Hazza Salem,,
UAE,الوصل,2022-2023,26,Khaled Al Senani,Khaled Saif,
UAE,الوصل,2025-2026,25,M. Janeer,Malek Janeer,
UAE,الوصل,2022-2023 .. 2024-2025,24,Luizão,,
UAE,الوصل,2024-2025 .. 2025-2026,24,S. Awad,Salem Al-Azizi | Salem Juma Awad,
UAE,الوصل,2022-2023 .. 2025-2026,24,Soufiane Bouftini,,
UAE,الوصل,2025-2026 .. 2026-2027,22,Y. Al Mheiri,Yousif Ali Almheiri,
UAE,الوصل,2024-2025,21,Mallek Janeer,Malek Janeer,
UAE,الوصل,2022-2023 .. 2023-2024,21,Omar Abdulrahman,,
UAE,الوصل,2022-2023,20,Gilberto,,
UAE,الوصل,2025-2026 .. 2026-2027,20,K. Al Senani,Khaled Saif,
UAE,الوصل,2022-2023 .. 2024-2025,20,Malek Janeer,,
UAE,الوصل,2024-2025,20,Yousif Ali Al Mheiri,Yousif Ali Almheiri,
UAE,الوصل,2025-2026 .. 2026-2027,19,Gabriel Vareta,,
UAE,الوصل,2023-2024 .. 2024-2025,18,D. Pedrozo,Daniel Pedrozo,
UAE,الوصل,2025-2026 .. 2026-2027,18,T. Al Zaabi,Tahnoon Alzaabi,
UAE,الوصل,2022-2023,17,F. Gutiérrez,,
UAE,الوصل,2022-2023 .. 2025-2026,15,Siaka Sidibe,,
UAE,الوصل,2022-2023,14,Mohammed Sabeel,Mohamed Sabeel Obeid,
UAE,الوصل,2025-2026,13,A. Al Shamsi,Abdulla Al Shamsi,
UAE,الوصل,2022-2023 .. 2023-2024,13,Rabee Hassan Salmin,,
UAE,الوصل,2022-2023,12,D. Benlamri,,
UAE,الوصل,2025-2026 .. 2026-2027,12,Joao Alves,João Alves,
UAE,الوصل,2022-2023 .. 2023-2024,12,Omar Hussain Haikal,,
UAE,الوصل,2025-2026,12,Y. F. Alrahma,Yousuf Fahad Al Rahma,
UAE,الوصل,2024-2025,10,S. Mijailović,Srđan Mijailović,
UAE,الوصل,2022-2023 .. 2025-2026,10,Gerónimo Poblete,,
UAE,الوصل,2022-2023 .. 2024-2025,8,Abdulrahman Saleh Khamis,,
UAE,الوصل,2023-2024 .. 2025-2026,8,Adama Diallo,,
UAE,الوصل,2022-2023 .. 2024-2025,8,Salem Juma Awad,,
UAE,الوصل,2022-2023,7,L. Schlishting,,
UAE,الوصل,2025-2026,7,T. Issaoui,Tarek Issaoui,
UAE,الوصل,2022-2023 .. 2023-2024,7,Fabio Lima,,
UAE,الوصل,2023-2024 .. 2024-2025,7,Haris Seferović,,
UAE,الوصل,2022-2023,6,Atiq Esam,,
UAE,الوصل,2026-2027,6,R. Popoola,Rilwan Abdulrazaq Popoola,
UAE,الوصل,2022-2023 .. 2024-2025,6,Aleksandar Vasiljević,,
UAE,الوصل,2022-2023 .. 2025-2026,6,Nicolás Giménez,,
UAE,الوصل,2022-2023,5,J. Pablo,,
UAE,الوصل,2022-2023 .. 2023-2024,5,Naser Salem,,
UAE,الوصل,2022-2023 .. 2023-2024,5,Hassan Ibrahim Saqer,,
UAE,الوصل,2022-2023,4,Nasser Khamis,,
UAE,الوصل,2022-2023,4,Djamel Benlamri,,
UAE,الوصل,2023-2024 .. 2024-2025,4,Khaled Saif,,
UAE,الوصل,2025-2026,4,Renato Tapia,,
UAE,الوصل,2023-2024 .. 2024-2025,4,Seung-hyun Jung,,
UAE,الوصل,2024-2025,4,Srđan Mijailović,,
UAE,الوصل,2022-2023,3,O. Amar,,
UAE,الوصل,2024-2025,3,V. Rodríguez,Valentín Rodríguez,
UAE,الوصل,2025-2026,3,Brahian Palacios,,
UAE,الوصل,2022-2023,3,F. Khalil,,
UAE,الوصل,2022-2023,3,Felipe Gutiérrez,,
UAE,الوصل,2025-2026,3,Renato Júnior,,
UAE,الوصل,2024-2025 .. 2025-2026,3,Takashi Uchino,,
UAE,الوصل,2022-2023,3,Tomás Chancalay,,
UAE,الوصل,2025-2026,2,A. Hausawi,,
UAE,الوصل,2022-2023,2,Shehab Lashkari,,
UAE,الوصل,2022-2023,2,Hazza Hazza Salem,,
UAE,الوصل,2023-2024 .. 2024-2025,2,J. NGuessan,,
UAE,الوصل,2025-2026,1,A. I. Madani,Ali Ismail Madani,
UAE,الوصل,2025-2026,1,A. Konate,,
UAE,الوصل,2022-2023,1,Abdulla Al Shamsi,,
UAE,الوصل,2024-2025,1,Abdullah Salem,,
UAE,الوصل,2025-2026,1,D. Candido De Oliveira Filho,Dimas,
UAE,الوصل,2025-2026,1,K. Al Jneibi,Khaled Saif,
UAE,الوصل,2026-2027,1,M. Taremi,,
UAE,الوصل,2025-2026,1,R. Salmin,Rabee Hassan Salmin,
UAE,الوصل,2022-2023,1,Rashed Fuad Ayoun,,
UAE,الوصل,2023-2024,1,Sana Gomes,,
UAE,الوصل,2025-2026,1,Fabio De Lima,,
UAE,الوصل,2022-2023,1,Julián Glavocic,,
UAE,الوصل,2025-2026,1,Pedro Malheiro,,
UAE,الوصل,2026-2027,1,Rilwan Abdulrazaq Popoola,,
UAE,بني ياس,2022-2023 .. 2025-2026,113,Fawaz Awana,,
UAE,بني ياس,2022-2023 .. 2025-2026,103,Ahmed Abunamous,,
UAE,بني ياس,2022-2023 .. 2025-2026,100,Khamis Al Hammadi,,
UAE,بني ياس,2023-2024 .. 2024-2025,88,Y. Niakaté,Youssouf Niakate,
UAE,بني ياس,2022-2023 .. 2024-2025,86,S. Ivković,Sasa Ivkovic | Saša Ivković,
UAE,بني ياس,2022-2023 .. 2024-2025,80,Hussain Abbas,,
UAE,بني ياس,2022-2023 .. 2024-2025,80,Khalaf Al Hosani,Khalaf Mohammed Al Hosani,
UAE,بني ياس,2022-2023 .. 2024-2025,78,João Victor,Joao Victor,
UAE,بني ياس,2022-2023 .. 2024-2025,78,Fahad Al Dhanhani,Fahad Mohamed,
UAE,بني ياس,2022-2023 .. 2026-2027,73,K. Al Hammadi,Khalifa Al Hammadi | Khamis Al Hammadi,
UAE,بني ياس,2022-2023 .. 2024-2025,69,Abdallah Al Balushi,,
UAE,بني ياس,2022-2023 .. 2024-2025,68,Mohammed Al Menhali,,
UAE,بني ياس,2022-2023 .. 2023-2024,66,G. Suárez,Gaston Alvarez Suarez,
UAE,بني ياس,2024-2025 .. 2026-2027,66,L. Wamba,Leonel Wamba,
UAE,بني ياس,2022-2023 .. 2024-2025,66,Suhail Al Noobi,Suhail Ahmed Al Noobi,
UAE,بني ياس,2022-2023 .. 2025-2026,65,Saile,Saile Souza,
UAE,بني ياس,2022-2023 .. 2024-2025,57,Shahin Surour,Shaheen Surour,
UAE,بني ياس,2022-2023 .. 2024-2025,55,I. Tshibangu,Isaac Tshibangu,
UAE,بني ياس,2022-2023 .. 2024-2025,53,Mohammed Khalaf,Mohamed Ahmed Alhammadi,
UAE,بني ياس,2022-2023 .. 2024-2025,52,Hasan Al Muharrami,Hasan Almuharrami,
UAE,بني ياس,2025-2026 .. 2026-2027,50,Y. Niakate,Youssouf Niakate,
UAE,بني ياس,2022-2023 .. 2024-2025,50,Khamis Al Mansoori,Khamis Ahmed Al Mansoori,
UAE,بني ياس,2025-2026 .. 2026-2027,48,G. Saviour,Saviour Godwin,
UAE,بني ياس,2022-2023 .. 2025-2026,48,Joao Victor,,
UAE,بني ياس,2024-2025,47,L. Marković,Lazar Marković,
UAE,بني ياس,2023-2024,45,T. Seferi,Taulant Seferi,
UAE,بني ياس,2022-2023 .. 2023-2024,42,Hamdan Ahmed Al Mahri,Hamdan Almahri,
UAE,بني ياس,2025-2026 .. 2026-2027,41,F. Awana,,
UAE,بني ياس,2024-2025,40,A. Lusamba,Arnaud Lusamba,
UAE,بني ياس,2022-2023,38,O. Nguette,,
UAE,بني ياس,2024-2025,37,J. Bauza,Juan Bauza,
UAE,بني ياس,2023-2024,35,Suhail Al Noubi,Suhail Ahmed Al Noobi,
UAE,بني ياس,2023-2024 .. 2024-2025,31,J. Bångsbo,Johan Bångsbo,
UAE,بني ياس,2023-2024 .. 2024-2025,31,Adham Hegazy,Adham Khalid,
UAE,بني ياس,2024-2025,30,Saile Samuel,Saile Souza,
UAE,بني ياس,2022-2023,29,Rafael Elias,,
UAE,بني ياس,2025-2026 .. 2026-2027,29,S. Al Noobi,,
UAE,بني ياس,2025-2026 .. 2026-2027,29,A. Hasan,Hasan Almuharrami,
UAE,بني ياس,2023-2024,29,Eisa Ali Al Maazmi,Eisa Ali Abass,
UAE,بني ياس,2025-2026 .. 2026-2027,28,F. Mohamed,,
UAE,بني ياس,2025-2026 .. 2026-2027,28,M. Hunt,Mackenzie Hunt,
UAE,بني ياس,2025-2026 .. 2026-2027,28,M. Khalaf,Mohamed Ahmed Alhammadi,
UAE,بني ياس,2025-2026 .. 2026-2027,27,Fadaq Adel,,
UAE,بني ياس,2023-2024,26,Abdullah Jassim,Abdulla Jassim Ali,
UAE,بني ياس,2025-2026,26,O. Shukurov,Otabek Shukurov,
UAE,بني ياس,2022-2023 .. 2024-2025,26,Saif Al Menhali,,
UAE,بني ياس,2024-2025,25,A. Burcă,Andrei Burcă,
UAE,بني ياس,2025-2026 .. 2026-2027,25,N. Djekovic,Nemanja Đeković,
UAE,بني ياس,2025-2026,25,K. Hashemi,Khalid Al-Hashemi | Khalid Hashemi,
UAE,بني ياس,2022-2023,24,Mohamed Al Zaabi,,
